Latitude (decimal degrees):	51.028
Longitude (decimal degrees):	7.563
Elevation (m):	254
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230725:0310,0.0,0.0,0.0,12.71,1.66,0.0
20230725:0410,0.0,1.75,2.69,12.45,1.66,0.0
20230725:0510,42.1,65.58,11.36,12.39,1.72,0.0
20230725:0610,43.77,67.68,20.58,12.65,2.0,0.0
20230725:0710,67.66,96.42,30.0,12.55,1.72,0.0
20230725:0810,141.51,182.84,39.22,12.77,1.79,0.0
20230725:0910,347.46,425.41,47.67,13.4,2.07,0.0
20230725:1010,293.18,362.5,54.46,14.47,2.34,0.0
20230725:1110,511.51,630.48,58.27,15.21,2.76,0.0
20230725:1210,582.27,719.29,57.92,15.79,3.31,0.0
20230725:1310,170.66,218.8,53.53,16.02,3.72,0.0
20230725:1410,76.9,108.47,46.39,15.72,4.0,0.0
20230725:1510,162.79,209.36,37.77,16.02,4.0,0.0
20230725:1610,105.01,141.85,28.49,15.97,3.79,0.0
20230725:1710,98.92,137.13,19.08,14.74,3.31,0.0
20230725:1810,34.05,55.97,9.92,14.26,2.55,0.0
20230725:1910,0.0,0.87,1.36,14.43,2.55,0.0
20230725:2010,0.0,0.0,0.0,13.55,2.28,0.0
20230725:2110,0.0,0.0,0.0,12.85,2.14,0.0
20230725:2210,0.0,0.0,0.0,12.04,2.07,0.0
20230725:2310,0.0,0.0,0.0,11.56,1.86,0.0
20230726:0010,0.0,0.0,0.0,10.81,1.79,0.0
20230726:0110,0.0,0.0,0.0,10.14,1.59,0.0
20230726:0210,0.0,0.0,0.0,9.48,1.45,0.0
20230726:0310,0.0,0.0,0.0,9.05,1.52,0.0
20230726:0410,0.0,1.75,2.51,8.96,1.72,0.0
20230726:0510,35.47,56.84,11.2,10.02,1.72,0.0
20230726:0610,85.09,116.63,20.42,10.99,2.41,0.0
20230726:0710,217.03,270.65,29.84,12.56,2.69,0.0
20230726:0810,386.11,469.04,39.05,13.42,2.83,0.0
20230726:0910,510.7,622.71,47.48,14.09,2.97,0.0
20230726:1010,112.42,150.19,54.26,15.13,2.97,0.0
20230726:1110,65.16,94.56,58.05,15.91,3.45,0.0
20230726:1210,607.41,748.88,57.7,16.78,4.34,0.0
20230726:1310,762.54,945.47,53.33,17.02,4.83,0.0
20230726:1410,449.65,549.83,46.21,17.09,4.62,0.0
20230726:1510,398.91,489.07,37.6,17.39,4.62,0.0
20230726:1610,269.11,339.9,28.33,17.0,4.55,0.0
20230726:1710,119.94,185.99,18.91,16.94,3.79,0.0
20230726:1810,35.1,57.71,9.75,16.15,2.83,0.0
20230726:1910,0.0,0.0,0.0,15.26,1.72,0.0
20230726:2010,0.0,0.0,0.0,14.59,1.79,0.0
20230726:2110,0.0,0.0,0.0,13.85,2.07,0.0
20230726:2210,0.0,0.0,0.0,13.22,2.28,0.0
20230726:2310,0.0,0.0,0.0,13.29,2.62,0.0
20230727:0010,0.0,0.0,0.0,13.56,2.83,0.0
20230727:0110,0.0,0.0,0.0,13.6,2.97,0.0
20230727:0210,0.0,0.0,0.0,13.57,2.97,0.0
20230727:0310,0.0,0.0,0.0,13.41,3.17,0.0
20230727:0410,0.0,0.87,2.33,13.25,3.52,0.0
20230727:0510,2.12,10.49,11.02,12.98,4.07,0.0
20230727:0610,13.61,28.74,20.25,13.09,4.69,0.0
20230727:0710,65.37,93.64,29.67,13.08,4.55,0.0
20230727:0810,76.94,107.54,38.87,13.7,4.69,0.0
20230727:0910,97.36,131.65,47.3,14.01,4.34,0.0
20230727:1010,156.83,201.18,54.05,14.68,4.34,0.0
20230727:1110,126.19,165.95,57.83,15.25,4.62,0.0
20230727:1210,132.23,173.37,57.48,15.79,4.69,0.0
20230727:1310,167.22,214.16,53.13,16.02,5.24,0.0
20230727:1410,133.84,175.22,46.03,16.03,5.59,0.0
20230727:1510,101.23,137.21,37.43,16.05,5.17,0.0
20230727:1610,52.18,78.8,28.16,16.1,5.31,0.0
20230727:1710,37.15,60.26,18.75,16.26,4.76,0.0
20230727:1810,7.61,20.11,9.58,16.24,4.48,0.0
20230727:1910,0.0,0.0,0.0,16.08,3.59,0.0
20230727:2010,0.0,0.0,0.0,16.06,4.07,0.0
20230727:2110,0.0,0.0,0.0,15.77,3.93,0.0
20230727:2210,0.0,0.0,0.0,15.44,3.79,0.0
20230727:2310,0.0,0.0,0.0,15.2,3.72,0.0
20230728:0010,0.0,0.0,0.0,14.96,3.52,0.0
20230728:0110,0.0,0.0,0.0,14.82,3.03,0.0
20230728:0210,0.0,0.0,0.0,14.83,2.83,0.0
20230728:0310,0.0,0.0,0.0,14.93,2.97,0.0
20230728:0410,0.0,0.87,2.15,15.01,3.38,0.0
20230728:0510,4.45,14.87,10.85,15.27,3.66,0.0
20230728:0610,61.14,89.66,20.09,15.45,3.79,0.0
20230728:0710,115.41,154.01,29.5,16.02,4.14,0.0
20230728:0810,133.47,175.22,38.7,16.22,4.34,0.0
20230728:0910,170.09,219.1,47.11,17.33,4.28,0.0
20230728:1010,194.98,249.74,53.84,18.52,4.28,0.0
20230728:1110,432.01,539.21,57.61,19.53,3.59,0.0
20230728:1210,543.16,684.41,57.26,20.48,3.38,0.0
20230728:1310,352.47,444.05,52.92,20.94,3.38,0.0
20230728:1410,221.53,284.98,45.84,21.16,3.38,0.0
20230728:1510,52.24,80.66,37.25,21.28,3.45,0.0
20230728:1610,94.87,132.59,27.99,20.69,3.45,0.0
20230728:1710,107.36,155.53,18.58,20.35,3.31,0.0
20230728:1810,1.2,8.74,9.4,19.0,2.69,0.0
20230728:1910,0.0,0.0,0.0,18.12,2.07,0.0
20230728:2010,0.0,0.0,0.0,17.3,2.21,0.0
20230728:2110,0.0,0.0,0.0,16.9,2.21,0.0
20230728:2210,0.0,0.0,0.0,16.65,2.07,0.0
20230728:2310,0.0,0.0,0.0,16.62,2.21,0.0
20230729:0010,0.0,0.0,0.0,16.62,2.41,0.0
20230729:0110,0.0,0.0,0.0,16.47,2.55,0.0
20230729:0210,0.0,0.0,0.0,16.52,2.48,0.0
20230729:0310,0.0,0.0,0.0,16.63,2.34,0.0
20230729:0410,0.0,0.87,1.96,16.45,2.41,0.0
20230729:0510,17.8,34.98,10.67,16.21,2.41,0.0
20230729:0610,26.99,47.28,19.91,16.2,2.48,0.0
20230729:0710,135.68,178.55,29.33,16.44,2.9,0.0
20230729:0810,142.16,186.57,38.52,17.22,3.17,0.0
20230729:0910,516.41,638.08,46.92,18.32,3.86,0.0
20230729:1010,278.5,349.65,53.63,19.18,4.41,0.0
20230729:1110,273.88,345.76,57.38,20.08,4.41,0.0
20230729:1210,466.62,584.25,57.03,20.69,4.0,0.0
20230729:1310,629.42,795.26,52.71,21.19,3.93,0.0
20230729:1410,69.18,101.05,45.64,20.07,4.14,0.0
20230729:1510,320.15,398.36,37.07,19.23,4.55,0.0
20230729:1610,271.4,345.87,27.81,17.33,2.97,0.0
20230729:1710,111.63,162.91,18.4,17.71,1.59,0.0
20230729:1810,32.03,54.22,9.22,17.9,1.45,0.0
20230729:1910,0.0,0.0,0.0,17.06,2.21,0.0
20230729:2010,0.0,0.0,0.0,16.33,1.79,0.0
20230729:2110,0.0,0.0,0.0,16.09,2.07,0.0
20230729:2210,0.0,0.0,0.0,15.96,2.21,0.0
20230729:2310,0.0,0.0,0.0,15.72,2.28,0.0
20230730:0010,0.0,0.0,0.0,15.43,2.55,0.0
20230730:0110,0.0,0.0,0.0,14.95,2.76,0.0
20230730:0210,0.0,0.0,0.0,14.43,2.9,0.0
20230730:0310,0.0,0.0,0.0,13.66,2.83,0.0
20230730:0410,0.0,0.87,1.77,13.12,2.69,0.0
20230730:0510,6.08,17.49,10.49,13.35,2.69,0.0
20230730:0610,55.67,82.51,19.74,13.98,2.55,0.0
20230730:0710,28.71,49.14,29.16,14.35,3.66,0.0
20230730:0810,93.76,127.94,38.34,14.73,3.59,0.0
20230730:0910,316.24,387.07,46.72,14.63,3.72,0.0
20230730:1010,587.74,716.34,53.41,15.34,4.55,0.0
20230730:1110,585.14,715.4,57.14,16.53,5.17,0.0
20230730:1210,233.95,293.99,56.8,17.93,6.0,0.0
20230730:1310,103.42,140.92,52.49,18.19,6.21,0.0
20230730:1410,93.32,128.87,45.44,18.03,6.28,0.0
20230730:1510,261.76,325.67,36.88,17.81,5.93,0.0
20230730:1610,280.4,355.23,27.63,17.55,4.9,0.0
20230730:1710,107.5,153.2,18.21,17.2,4.41,0.0
20230730:1810,1.22,8.74,9.03,16.86,3.66,0.0
20230730:1910,0.0,0.0,0.0,16.45,4.07,0.0
20230730:2010,0.0,0.0,0.0,15.63,3.52,0.0
20230730:2110,0.0,0.0,0.0,15.25,4.0,0.0
20230730:2210,0.0,0.0,0.0,14.32,4.62,0.0
20230730:2310,0.0,0.0,0.0,14.2,5.17,0.0
20230731:0010,0.0,0.0,0.0,14.32,5.66,0.0
20230731:0110,0.0,0.0,0.0,14.32,5.45,0.0
20230731:0210,0.0,0.0,0.0,14.27,5.31,0.0
20230731:0310,0.0,0.0,0.0,14.11,5.1,0.0
20230731:0410,0.0,0.87,1.58,14.11,4.62,0.0
20230731:0510,1.67,9.62,10.31,14.21,4.0,0.0
20230731:0610,78.38,110.22,19.56,14.52,4.07,0.0
20230731:0710,155.92,200.73,28.98,15.07,4.21,0.0
20230731:0810,128.35,168.73,38.16,15.59,4.55,0.0
20230731:0910,122.53,162.24,46.52,16.17,5.03,0.0
20230731:1010,73.64,104.76,53.19,16.36,5.1,0.0
20230731:1110,115.9,154.83,56.9,17.05,6.62,0.0
20230731:1210,132.35,174.3,56.55,17.28,6.21,0.0
20230731:1310,90.43,125.16,52.26,17.35,5.45,0.0
20230731:1410,124.25,165.02,45.24,17.18,4.76,0.0
20230731:1510,131.51,173.58,36.69,17.2,4.62,0.0
20230731:1610,30.47,51.92,27.44,17.01,4.34,0.0
20230731:1710,12.72,27.81,18.03,16.35,4.55,0.0
20230731:1810,30.39,51.59,8.84,15.97,4.97,0.0
20230731:1910,0.0,0.0,0.0,15.49,5.17,0.0
20230731:2010,0.0,0.0,0.0,15.25,4.69,0.0
20230731:2110,0.0,0.0,0.0,15.13,4.48,0.0
20230731:2210,0.0,0.0,0.0,15.19,4.83,0.0
20230731:2310,0.0,0.0,0.0,15.37,5.31,0.0
20230801:0010,0.0,0.0,0.0,15.39,5.1,0.0
20230801:0110,0.0,0.0,0.0,15.32,4.28,0.0
20230801:0210,0.0,0.0,0.0,15.23,3.03,0.0
20230801:0310,0.0,0.0,0.0,15.13,2.55,0.0
20230801:0410,0.0,0.87,1.39,14.93,2.83,0.0
20230801:0510,14.2,29.73,10.13,14.46,3.31,0.0
20230801:0610,107.97,147.42,19.39,13.71,3.59,0.0
20230801:0710,180.26,228.16,28.8,13.63,3.52,0.0
20230801:0810,201.36,253.23,37.97,14.69,3.24,0.0
20230801:0910,319.99,390.93,46.32,15.49,5.17,0.0
20230801:1010,428.24,522.86,52.97,16.46,4.76,0.0
20230801:1110,535.14,655.36,56.66,16.87,4.83,0.0
20230801:1210,408.93,500.52,56.31,17.02,5.17,0.0
20230801:1310,461.85,565.61,52.03,17.56,5.03,0.0
20230801:1410,319.66,393.34,45.02,17.16,5.24,0.0
20230801:1510,73.12,104.76,36.49,17.67,4.48,0.0
20230801:1610,91.08,125.19,27.25,15.8,5.03,0.0
20230801:1710,55.15,82.17,17.83,14.68,4.0,0.0
20230801:1810,9.99,23.61,8.64,14.34,4.14,0.0
20230801:1910,0.0,0.0,0.0,14.2,3.86,0.0
20230801:2010,0.0,0.0,0.0,14.01,3.38,0.0
20230801:2110,0.0,0.0,0.0,14.1,2.97,0.0
20230801:2210,0.0,0.0,0.0,14.11,3.03,0.0
20230801:2310,0.0,0.0,0.0,13.83,3.24,0.0
20230802:0010,0.0,0.0,0.0,13.54,3.24,0.0
20230802:0110,0.0,0.0,0.0,13.57,3.1,0.0
20230802:0210,0.0,0.0,0.0,13.62,3.03,0.0
20230802:0310,0.0,0.0,0.0,13.68,3.17,0.0
20230802:0410,0.0,0.0,0.0,13.76,3.59,0.0
20230802:0510,1.67,9.62,9.94,14.07,4.0,0.0
20230802:0610,50.23,76.02,19.21,14.67,4.41,0.0
20230802:0710,61.8,89.93,28.62,14.57,4.76,0.0
20230802:0810,244.39,301.38,37.78,14.59,5.24,0.0
20230802:0910,80.51,112.18,46.12,14.79,5.45,0.0
20230802:1010,123.05,162.24,52.74,15.4,5.45,0.0
20230802:1110,133.41,175.22,56.41,16.29,4.28,0.0
20230802:1210,485.27,596.85,56.06,17.11,4.07,0.0
20230802:1310,40.59,64.9,51.8,17.52,4.9,0.0
20230802:1410,85.13,119.6,44.81,18.73,5.17,0.0
20230802:1510,330.13,410.01,36.28,19.92,5.66,0.0
20230802:1610,16.47,33.38,27.05,18.32,4.48,0.0
20230802:1710,108.44,158.79,17.63,16.71,6.07,0.0
20230802:1810,0.84,7.87,8.43,16.68,4.55,0.0
20230802:1910,0.0,0.0,0.0,16.07,4.14,0.0
20230802:2010,0.0,0.0,0.0,15.59,4.28,0.0
20230802:2110,0.0,0.0,0.0,15.27,4.97,0.0
20230802:2210,0.0,0.0,0.0,14.94,5.59,0.0
20230802:2310,0.0,0.0,0.0,14.77,6.0,0.0
20230803:0010,0.0,0.0,0.0,14.47,6.48,0.0
20230803:0110,0.0,0.0,0.0,14.23,7.17,0.0
20230803:0210,0.0,0.0,0.0,14.18,7.79,0.0
20230803:0310,0.0,0.0,0.0,13.93,8.28,0.0
20230803:0410,0.0,0.0,0.0,13.83,7.72,0.0
20230803:0510,35.67,57.71,9.76,13.53,7.72,0.0
20230803:0610,117.1,159.86,19.02,13.56,7.93,0.0
20230803:0710,72.99,102.91,28.44,14.21,7.72,0.0
20230803:0810,72.94,102.91,37.59,14.36,8.0,0.0
20230803:0910,96.62,130.72,45.91,14.27,6.07,0.0
20230803:1010,106.36,142.77,52.51,15.39,5.59,0.0
20230803:1110,359.01,440.19,56.16,16.83,5.31,0.0
20230803:1210,132.05,174.3,55.8,17.68,5.93,0.0
20230803:1310,59.12,88.08,51.56,18.6,6.34,0.0
20230803:1410,244.66,305.86,44.58,17.98,6.41,0.0
20230803:1510,73.09,103.84,36.07,15.95,6.62,0.0
20230803:1610,98.66,133.55,26.84,14.97,5.66,0.0
20230803:1710,76.85,109.45,17.42,14.85,3.45,0.0
20230803:1810,26.48,46.35,8.22,14.74,3.31,0.0
20230803:1910,0.0,0.0,0.0,14.29,3.93,0.0
20230803:2010,0.0,0.0,0.0,13.95,2.97,0.0
20230803:2110,0.0,0.0,0.0,13.75,2.55,0.0
20230803:2210,0.0,0.0,0.0,13.49,2.21,0.0
20230803:2310,0.0,0.0,0.0,13.16,1.93,0.0
20230804:0010,0.0,0.0,0.0,12.96,1.93,0.0
20230804:0110,0.0,0.0,0.0,12.78,1.93,0.0
20230804:0210,0.0,0.0,0.0,12.48,1.86,0.0
20230804:0310,0.0,0.0,0.0,12.34,1.86,0.0
20230804:0410,0.0,0.0,0.0,12.16,1.86,0.0
20230804:0510,24.78,43.72,9.57,12.23,1.86,0.0
20230804:0610,95.29,130.81,18.84,12.49,2.83,0.0
20230804:0710,160.55,205.21,28.25,13.25,2.69,0.0
20230804:0810,368.68,449.63,37.4,14.1,2.69,0.0
20230804:0910,185.92,236.52,45.7,15.01,2.21,0.0
20230804:1010,154.96,201.18,52.27,16.0,2.07,0.0
20230804:1110,224.98,285.35,55.9,17.06,2.21,0.0
20230804:1210,313.37,392.31,55.54,17.86,2.55,0.0
20230804:1310,429.58,534.54,51.31,17.99,2.69,0.0
20230804:1410,469.49,586.23,44.35,18.16,2.21,0.0
20230804:1510,211.18,269.32,35.86,18.28,2.69,0.0
20230804:1610,300.49,382.96,26.63,17.07,3.59,0.0
20230804:1710,107.83,164.93,17.21,16.31,3.24,0.0
20230804:1810,13.46,28.86,8.0,15.98,2.0,0.0
20230804:1910,0.0,0.0,0.0,15.65,2.0,0.0
20230804:2010,0.0,0.0,0.0,14.55,1.86,0.0
20230804:2110,0.0,0.0,0.0,13.89,1.66,0.0
20230804:2210,0.0,0.0,0.0,13.43,1.45,0.0
20230804:2310,0.0,0.0,0.0,12.79,1.59,0.0
20230805:0010,0.0,0.0,0.0,12.26,1.31,0.0
20230805:0110,0.0,0.0,0.0,11.7,0.97,0.0
20230805:0210,0.0,0.0,0.0,12.21,0.34,0.0
20230805:0310,0.0,0.0,0.0,11.81,0.34,0.0
20230805:0410,0.0,0.0,0.0,11.31,0.55,0.0
20230805:0510,19.49,36.73,9.37,11.87,0.69,0.0
20230805:0610,49.01,74.17,18.65,12.73,1.03,0.0
20230805:0710,99.55,134.53,28.07,13.44,1.38,0.0
20230805:0810,157.42,203.17,37.2,14.82,1.66,0.0
20230805:0910,227.63,286.6,45.48,16.05,2.41,0.0
20230805:1010,265.48,332.93,52.03,17.27,2.9,0.0
20230805:1110,573.23,716.02,55.64,18.0,3.17,0.0
20230805:1210,76.55,109.4,55.27,18.59,3.52,0.0
20230805:1310,555.87,692.13,51.06,18.88,3.72,0.0
20230805:1410,63.34,93.64,44.12,19.24,3.52,0.0
20230805:1510,84.49,118.67,35.63,18.14,3.93,0.0
20230805:1610,139.58,182.77,26.41,15.8,3.38,0.0
20230805:1710,66.75,96.95,17.0,14.69,1.38,0.0
20230805:1810,17.31,34.1,7.78,14.54,1.59,0.0
20230805:1910,0.0,0.0,0.0,14.62,2.97,0.0
20230805:2010,0.0,0.0,0.0,14.16,3.38,0.0
20230805:2110,0.0,0.0,0.0,13.65,3.24,0.0
20230805:2210,0.0,0.0,0.0,13.37,3.17,0.0
20230805:2310,0.0,0.0,0.0,13.17,3.31,0.0
20230806:0010,0.0,0.0,0.0,13.2,3.45,0.0
20230806:0110,0.0,0.0,0.0,12.97,3.24,0.0
20230806:0210,0.0,0.0,0.0,13.09,3.24,0.0
20230806:0310,0.0,0.0,0.0,12.78,2.9,0.0
20230806:0410,0.0,0.0,0.0,12.76,2.41,0.0
20230806:0510,21.39,39.35,9.18,12.7,2.07,0.0
20230806:0610,57.91,85.07,18.46,13.02,2.07,0.0
20230806:0710,96.66,130.83,27.88,13.27,2.21,0.0
20230806:0810,203.3,256.42,37.0,14.35,1.66,0.0
20230806:0910,220.29,276.63,45.26,14.84,2.21,0.0
20230806:1010,373.74,458.17,51.79,14.92,2.9,0.0
20230806:1110,197.08,248.87,55.37,15.34,3.93,0.0
20230806:1210,44.23,68.61,55.0,14.53,5.17,0.0
20230806:1310,68.36,97.35,50.8,13.76,6.07,0.0
20230806:1410,62.12,89.93,43.88,13.57,4.97,0.0
20230806:1510,68.48,97.35,35.41,13.33,5.59,0.0
20230806:1610,96.26,129.86,26.19,13.14,4.76,0.0
20230806:1710,38.6,61.19,16.78,12.63,5.31,0.0
20230806:1810,11.91,26.23,7.55,12.21,6.34,0.0
20230806:1910,0.0,0.0,0.0,11.92,5.1,0.0
20230806:2010,0.0,0.0,0.0,11.67,4.28,0.0
20230806:2110,0.0,0.0,0.0,11.48,4.41,0.0
20230806:2210,0.0,0.0,0.0,11.29,4.48,0.0
20230806:2310,0.0,0.0,0.0,11.06,4.55,0.0
20230807:0010,0.0,0.0,0.0,10.84,4.48,0.0
20230807:0110,0.0,0.0,0.0,10.57,4.48,0.0
20230807:0210,0.0,0.0,0.0,10.43,4.62,0.0
20230807:0310,0.0,0.0,0.0,10.33,5.45,0.0
20230807:0410,0.0,0.0,0.0,10.2,5.31,0.0
20230807:0510,3.59,13.12,8.98,10.05,5.1,0.0
20230807:0610,29.36,49.14,18.27,9.99,4.0,0.0
20230807:0710,53.66,78.8,27.68,10.34,4.41,0.0
20230807:0810,113.68,148.34,36.8,10.34,4.28,0.0
20230807:0910,121.0,156.68,45.04,10.71,5.66,0.0
20230807:1010,187.18,232.17,51.54,11.3,6.21,0.0
20230807:1110,295.75,359.46,55.1,12.47,4.21,0.0
20230807:1210,61.98,89.93,54.72,13.93,4.41,0.0
20230807:1310,721.3,879.29,50.53,15.34,5.45,0.0
20230807:1410,451.93,545.22,43.63,15.81,6.07,0.0
20230807:1510,332.56,404.48,35.17,15.83,6.28,0.0
20230807:1610,230.27,290.29,25.97,15.58,5.66,0.0
20230807:1710,96.6,138.92,16.55,14.97,4.48,0.0
20230807:1810,20.58,38.48,7.32,14.3,3.86,0.0
20230807:1910,0.0,0.0,0.0,13.34,3.24,0.0
20230807:2010,0.0,0.0,0.0,12.49,2.9,0.0
20230807:2110,0.0,0.0,0.0,11.82,2.9,0.0
20230807:2210,0.0,0.0,0.0,11.52,2.83,0.0
20230807:2310,0.0,0.0,0.0,10.96,2.76,0.0
20230808:0010,0.0,0.0,0.0,10.68,2.83,0.0
20230808:0110,0.0,0.0,0.0,10.6,2.97,0.0
20230808:0210,0.0,0.0,0.0,10.64,3.24,0.0
20230808:0310,0.0,0.0,0.0,10.66,3.24,0.0
20230808:0410,0.0,0.0,0.0,10.7,3.24,0.0
20230808:0510,31.17,51.59,8.78,10.83,3.24,0.0
20230808:0610,47.9,72.31,18.08,11.48,3.1,0.0
20230808:0710,83.89,114.96,27.49,12.02,4.14,0.0
20230808:0810,87.58,119.6,36.6,12.75,4.28,0.0
20230808:0910,186.06,233.8,44.82,13.84,5.1,0.0
20230808:1010,125.19,164.1,51.29,14.45,5.24,0.0
20230808:1110,88.27,121.45,54.83,15.07,5.31,0.0
20230808:1210,108.73,145.56,54.44,15.43,5.59,0.0
20230808:1310,91.17,125.16,50.26,15.73,5.66,0.0
20230808:1410,96.64,131.65,43.38,15.85,5.72,0.0
20230808:1510,333.31,405.86,34.93,15.95,6.0,0.0
20230808:1610,276.74,348.65,25.73,15.38,4.69,0.0
20230808:1710,24.33,43.57,16.32,15.22,4.97,0.0
20230808:1810,2.09,10.49,7.08,14.75,3.93,0.0
20230808:1910,0.0,0.0,0.0,14.35,3.31,0.0
20230808:2010,0.0,0.0,0.0,13.68,3.1,0.0
20230808:2110,0.0,0.0,0.0,13.29,2.69,0.0
20230808:2210,0.0,0.0,0.0,13.11,2.48,0.0
20230808:2310,0.0,0.0,0.0,12.83,2.76,0.0
20230809:0010,0.0,0.0,0.0,12.89,3.1,0.0
20230809:0110,0.0,0.0,0.0,12.94,3.24,0.0
20230809:0210,0.0,0.0,0.0,12.77,3.31,0.0
20230809:0310,0.0,0.0,0.0,12.62,2.14,0.0
20230809:0410,0.0,0.0,0.0,12.61,1.93,0.0
20230809:0510,29.47,49.84,8.58,12.61,1.45,0.0
20230809:0610,131.02,189.37,17.88,12.75,1.38,0.0
20230809:0710,307.7,381.57,27.29,12.62,2.21,0.0
20230809:0810,504.3,618.62,36.39,13.96,1.93,0.0
20230809:0910,567.03,706.51,44.59,15.16,1.66,0.0
20230809:1010,628.27,792.43,51.04,16.0,1.79,0.0
20230809:1110,277.66,348.07,54.55,16.93,2.28,0.0
20230809:1210,286.87,359.21,54.16,17.76,3.03,0.0
20230809:1310,451.4,559.8,49.99,18.02,3.17,0.0
20230809:1410,603.82,752.23,43.12,18.01,3.1,0.0
20230809:1510,415.72,516.19,34.69,17.83,2.55,0.0
20230809:1610,279.92,361.02,25.5,17.54,1.93,0.0
20230809:1710,98.83,162.14,16.08,17.29,1.66,0.0
20230809:1810,20.29,38.48,6.84,16.71,1.72,0.0
20230809:1910,0.0,0.0,0.0,15.85,1.93,0.0
20230809:2010,0.0,0.0,0.0,14.85,2.0,0.0
20230809:2110,0.0,0.0,0.0,14.03,2.0,0.0
20230809:2210,0.0,0.0,0.0,13.34,1.86,0.0
20230809:2310,0.0,0.0,0.0,12.46,1.72,0.0
20230810:0010,0.0,0.0,0.0,11.44,1.45,0.0
20230810:0110,0.0,0.0,0.0,10.53,1.17,0.0
20230810:0210,0.0,0.0,0.0,10.61,0.9,0.0
20230810:0310,0.0,0.0,0.0,10.35,0.83,0.0
20230810:0410,0.0,0.0,0.0,10.22,0.48,0.0
20230810:0510,28.39,48.1,8.38,10.34,0.28,0.0
20230810:0610,135.93,202.95,17.69,11.23,0.14,0.0
20230810:0710,329.12,414.56,27.1,13.15,0.62,0.0
20230810:0810,516.28,644.19,36.18,14.96,1.03,0.0
20230810:0910,654.69,835.9,44.36,16.14,1.1,0.0
20230810:1010,721.96,940.95,50.78,17.2,1.1,0.0
20230810:1110,761.54,1006.26,54.26,18.2,1.17,0.0
20230810:1210,766.29,1018.15,53.87,19.0,1.17,0.0
20230810:1310,713.4,939.12,49.71,19.6,1.17,0.0
20230810:1410,618.58,799.29,42.86,19.93,1.24,0.0
20230810:1510,462.01,586.51,34.44,20.03,1.45,0.0
20230810:1610,297.19,389.81,25.25,19.84,1.45,0.0
20230810:1710,96.34,163.09,15.84,19.51,1.31,0.0
20230810:1810,18.15,35.85,6.59,18.87,0.62,0.0
20230810:1910,0.0,0.0,0.0,17.59,1.52,0.0
20230810:2010,0.0,0.0,0.0,15.98,1.93,0.0
20230810:2110,0.0,0.0,0.0,14.84,2.0,0.0
20230810:2210,0.0,0.0,0.0,14.07,2.07,0.0
20230810:2310,0.0,0.0,0.0,13.59,2.07,0.0
20230811:0010,0.0,0.0,0.0,13.3,2.07,0.0
20230811:0110,0.0,0.0,0.0,13.06,2.14,0.0
20230811:0210,0.0,0.0,0.0,12.9,2.14,0.0
20230811:0310,0.0,0.0,0.0,12.8,2.21,0.0
20230811:0410,0.0,0.0,0.0,12.82,2.28,0.0
20230811:0510,26.0,45.47,8.18,13.18,2.14,0.0
20230811:0610,129.0,193.74,17.49,15.2,1.79,0.0
20230811:0710,320.84,408.47,26.9,17.83,2.14,0.0
20230811:0810,503.89,630.59,35.97,19.58,2.69,0.0
20230811:0910,640.42,815.04,44.13,21.12,2.9,0.0
20230811:1010,715.48,929.04,50.52,22.47,2.83,0.0
20230811:1110,750.26,986.97,53.98,23.59,2.83,0.0
20230811:1210,750.27,992.49,53.57,24.44,2.76,0.0
20230811:1310,693.1,909.39,49.43,25.01,2.83,0.0
20230811:1410,589.65,763.73,42.59,25.38,2.83,0.0
20230811:1510,305.15,394.55,34.19,25.46,2.69,0.0
20230811:1610,276.01,370.11,25.01,25.16,2.07,0.0
20230811:1710,91.37,157.63,15.59,24.52,1.45,0.0
20230811:1810,15.87,33.23,6.34,23.62,1.66,0.0
20230811:1910,0.0,0.0,0.0,22.41,2.34,0.0
20230811:2010,0.0,0.0,0.0,21.18,2.41,0.0
20230811:2110,0.0,0.0,0.0,20.47,2.14,0.0
20230811:2210,0.0,0.0,0.0,19.65,1.79,0.0
20230811:2310,0.0,0.0,0.0,18.87,1.52,0.0
20230812:0010,0.0,0.0,0.0,18.47,1.66,0.0
20230812:0110,0.0,0.0,0.0,18.03,1.45,0.0
20230812:0210,0.0,0.0,0.0,17.68,1.24,0.0
20230812:0310,0.0,0.0,0.0,17.5,1.17,0.0
20230812:0410,0.0,0.0,0.0,17.48,1.59,0.0
20230812:0510,24.1,43.72,7.97,17.5,1.72,0.0
20230812:0610,29.54,50.99,17.29,18.12,2.07,0.0
20230812:0710,57.28,86.22,26.69,19.04,2.55,0.0
20230812:0810,217.14,277.7,35.76,19.9,3.24,0.0
20230812:0910,287.63,362.04,43.9,20.16,3.79,0.0
20230812:1010,235.48,301.15,50.26,20.96,3.86,0.0
20230812:1110,253.06,322.73,53.69,21.4,4.21,0.0
20230812:1210,208.12,266.5,53.27,19.98,5.1,0.0
20230812:1310,99.67,137.21,49.14,18.98,4.21,0.0
20230812:1410,210.81,270.68,42.32,19.68,2.69,0.0
20230812:1510,421.16,529.23,33.93,20.44,2.55,0.0
20230812:1610,253.52,331.26,24.76,20.86,2.97,0.0
